,A,Z,W
998,1840025799,1840025798,2
999,1840021962,1840028363,2
1000,1840020410,1840028421,2
1001,1840020584,1840028363,2
1002,1840028363,1840017989,2
1003,1840028421,1840020554,2
1004,1840018399,1840017334,2
1005,1840018398,1840017334,2
1006,1840020411,1840020402,4
1007,1840019305,1840017987,2
1008,1124131074,1840017334,4
1009,1840020554,1840017987,2
1010,1840025798,1840024934,2
1011,1840017987,1840075804,2
1012,1840043419,1840017799,2
1013,1840043023,1840075920,2
1014,1840075804,1840019296,2
1015,1840020402,1840017799,2
1016,1840019117,1840021731,4
1017,1840021093,1840017334,2
1018,1840017334,1840023786,2
1019,1840024934,1840020404,2
1020,1840017799,1840020407,2
1021,1840020551,1840019296,2
1022,1840020407,1840028097,2
1023,1840073902,1840020623,2
1024,1840017989,1840020560,2
1025,1840019296,1840075920,2
1026,1840075920,1840028331,2
1027,1840021731,1840024936,2
1028,1840023786,1840021094,2
1029,1840028097,1840021728,4
1030,1840024935,1840021733,2
1031,1840020560,1840019301,2
1032,1840019120,1840020403,2
1033,1840073901,1840020623,2
1034,1840020404,1840024936,2
1035,1840020403,1840020406,2
1036,1840020623,1840021994,2
1037,1840021728,1840020406,2
1038,1124941936,1124553562,2
1039,1840017796,1840017803,2
1040,1840028331,1840028330,2
1041,1840019352,1840021994,2
1042,1124361295,1840019897,4
1043,1840028330,1840020557,2
1044,1840024936,1840021733,2
1045,1840019301,1840022903,2
1046,1840020619,1840021993,2
1047,1840022902,1840020553,4
1048,1840021993,1840021991,2
1049,1840020406,1840020412,2
1050,1840021994,1840021991,2
1051,1840021094,1840037678,2
1052,1840018019,1840021937,2
1053,1840020557,1840019287,2
1054,1840021733,1840025800,2
1055,1840020552,1840020412,2
1056,1840017803,1840020405,2
1057,1840020553,1840075867,2
1058,1840022903,1840017988,2
1059,1840021991,1840020620,2
1060,1840020412,1840019109,2
1061,1840019864,1840019868,2
1062,1840020405,1840019109,2
1063,1840019354,1840020622,2
1064,1840019287,1840017988,2
1065,1840021937,1840075867,2
1066,1840021990,1840020625,2
1067,1840019353,1484708778,6
1068,1840017988,1840020550,2
1069,1840019109,1840021732,2
1070,1840075867,1840020550,2
1071,1840037678,1840037126,2
1072,1840020622,1840018015,2
1073,1840037126,1840020002,2
1074,1840073891,1840074702,2
1075,1840020620,1840019349,2
1076,1840074702,1840018499,2
1077,1484522993,1840018015,4
1078,1840019300,1840021732,2
1079,1840018499,1840019897,2
1080,1840019118,1840025800,2
1081,1840021732,1840017983,2
1082,1840020621,1840018023,2
1083,1484708778,1840019350,6
1084,1840018015,1840019350,4
1085,1840020625,1840073904,2
1086,1840020624,1840026996,2
1087,1840019349,1840019346,2
1088,1840019350,1840018023,2
1089,1840018023,1840019343,2
1090,1840019868,1840019897,2
1091,1840020550,1840028370,2
1092,1840019897,1840018402,2
1093,1840021936,1840028370,2
1094,1840021992,1840026996,2
1095,1840019343,1840073904,2
1096,1840019298,1840017983,2
1097,1840020002,1840018641,2
1098,1840017983,1840019297,2
1099,1840021250,1840020013,2
1100,1840073904,1840020618,2
1101,1840020618,1840018018,2
1102,1840018018,1840019351,2
1103,1840026996,1840018025,2
1104,1840028370,1840019292,2
1105,1840019811,1840020015,2
1106,1840019351,1840018025,2
1107,1840020015,1840020013,2
1108,1840020013,1840027142,4
1109,1840019347,1840018021,2
1110,1840018025,1840018014,2
1111,1840025800,1840019119,2
1112,1840019297,1840019292,2
1113,1840019119,1840017797,2
1114,1840019812,1840019808,2
1115,1840019292,1840020556,2
1116,1840019346,1840028398,2
1117,1840018021,1840018014,2
1118,1840019808,1840018402,2
1119,1840018402,1840018641,2
1120,1840017797,1840022726,2
1121,1840028398,1840018014,2
1122,1840018014,1484714297,6
1123,1840025802,1840019294,2
1124,1840018641,1840020040,2
1125,1484547809,1484714297,4
1126,1840020040,1840020047,2
1127,1484714297,1484409365,2
1128,1484409365,1484050315,2
1129,1840020041,1840020045,2
1130,1840021064,1124204302,4
1131,1840019306,1840026985,2
1132,1840020556,1840019293,2
1133,1124204302,1840020047,4
1134,1840021279,1840018642,2
1135,1840020000,1840018642,2
1136,1840026985,1840019293,2
1137,1840019293,1840020558,2
1138,1124553562,1124170837,2
1139,1840020558,1840020555,2
1140,1840022726,1840017802,2
1141,1840020047,1840020046,2
1142,1840020046,1840020045,2
1143,1840018642,1840020045,2
1144,1840020555,1840019303,2
1145,1840019291,1840043016,2
1146,1840019303,1840017981,2
1147,1840017802,1840021729,2
1148,1840043016,1840017981,2
1149,1840017981,1840019304,4
1150,1840020559,1840019304,4
1151,1840020045,1840027142,4
1152,1840019304,1840019294,2
1153,1840027142,1840018704,2
1154,1840019294,1840019285,2
1155,1840021729,1840019285,2
1156,1840019285,1484693426,4
1157,1840018821,1484693426,4
1158,1484159343,1484693426,2
1159,1124170837,1124937794,2
1160,1840019374,1840019380,2
1161,1484693426,1484032951,2
1162,1840020120,1840074790,2
1163,1124937794,1124688642,2
1164,1840020017,1840018680,2
1165,1840018704,1840033743,4
1166,1484104363,1484050315,2
1167,1484050315,1840019379,4
1168,1840019381,1840020630,2
1169,1124351648,1124688642,2
1170,1840020630,1840019379,2
1171,1840019378,1840019380,2
1172,1840019380,1840020631,2
1173,1840019379,1484788702,6
1174,1484788702,1840020631,4
1175,1840020631,1484583029,4
1176,1124688642,1840018350,4
1177,1840074790,1840033832,2
1178,1840020364,1840033832,2
1179,1840033832,1840033827,2
1180,1840033827,1484353279,4
1181,1484353279,1840021044,4
1182,1840033743,1840033770,2
1183,1840033770,1840033833,2
1184,1840020363,1840033833,2
1185,1124927114,1840021301,4
1186,1840033833,1840033834,2
1187,1840020361,1840033834,2
1188,1840033834,1840019028,2
1189,1124814220,1840017297,4
1190,1840019028,1484794463,4
1191,1124203206,1840018351,4
1192,1484794463,1484950775,2
1193,1124106662,1124574154,2
1194,1484573106,1840021996,4
1195,1484797126,1840021997,4
1196,1840021996,1840021997,2
1197,1840021997,1840027989,2
1198,1840017689,1840021998,2
1199,1840020409,1840042961,2
1200,1840019299,1840018339,2
1201,1840042961,1840019748,2
1202,1840021998,1484583029,4
1203,1840019748,1840021044,2
1204,1840018680,1840020028,2
1205,1124000595,1124000371,2
1206,1124952542,1840019896,4
1207,1840021301,1840037176,2
1208,1840033831,1840018339,2
1209,1124208917,1124330412,2
1210,1840027989,1840022753,2
1211,1840021047,1840017297,2
1212,1840018350,1840020028,2
1213,1840021044,1840018339,2
1214,1840020028,1840021356,2
1215,1840017297,1840018351,2
1216,1840018339,1484879768,4
1217,1840018351,1840019802,2
1218,1840019896,1840018683,2
1219,1484583029,1484567937,2
1220,1840019802,1840032850,2
1221,1840020362,1840021560,2
1222,1124574154,1124330412,2
1223,1124330412,1124982081,2
1224,1124397940,1124943146,2
1225,1840021336,1840021559,2
1226,1840032750,1840018683,2
1227,1124690423,1124056144,2
1228,1484879768,1840022102,4
1229,1840019840,1840021352,2
1230,1124990202,1124057569,2
1231,1840021043,1840037118,2
1232,1840037118,1840021939,2
1233,1124982081,1124612670,2
1234,1124521470,1124000371,2
1235,1124612670,1124000371,2
1236,1124943146,1124268366,2
1237,1124607825,1124000881,2
1238,1124037311,1124268366,2
1239,1124000371,1124113583,2
1240,1124404130,1124056144,2
1241,1124056144,1124057569,2
1242,1840018683,1840020066,2
1243,1124057569,1124308190,2
1244,1124268366,1124170853,2
1245,1840018937,1840021560,2
1246,1840020066,1840021356,2
1247,1840021560,1840021559,2
1248,1124322535,1124850754,2
1249,1124850754,1124290735,4
1250,1840021559,1484567937,4
1251,1124308190,1124000881,2
1252,1124170853,1124001210,2
1253,1484567937,1840020565,4
1254,1124290735,1124001210,2
1255,1840021561,1840018936,2
1256,1124001210,1124492484,2
1257,1124000881,1840032850,4
1258,1124492484,1124351657,2
1259,1840018936,1840023170,2
1260,1124769097,1124745292,2
1261,1840018895,1840020273,2
1262,1840074775,1840013376,2
1263,1840020273,1840023170,2
1264,1840023170,1840018106,2
1265,1484032951,1840019307,4
1266,1124351657,1124010388,2
1267,1124321200,1840013376,4
1268,1124745292,1124010388,2
1269,1124010388,1124989507,2
1270,1840032850,1840021356,2
1271,1840021939,1840022921,2
1272,1124989507,1840013376,4
1273,1840019166,1840020564,2
1274,1840020146,1840037176,2
1275,1840013376,1840018667,2
1276,1840018667,1840018650,2
1277,1840021941,1840019312,2
1278,1840020436,1840021772,2
1279,1840022921,1840020565,2
1280,1840022753,1840021772,2
1281,1840020564,1840019310,4
1282,1840020565,1840020562,2
1283,1840019312,1840019311,2
1284,1840018650,1840020130,2
1285,1840020562,1840022917,2
1286,1840019310,1484950775,4
1287,1840021772,1840022913,2
1288,1840021356,1840037176,2
1289,1840037176,1840021354,2
1290,1840022917,1840019311,2
1291,1840020567,1484993432,4
1292,1840020130,1840021354,2
1293,1840019311,1840021943,2
1294,1484950775,1484652048,2
1295,1840021943,1840020563,4
1296,1840020563,1840020568,4
1297,1840021326,1840018702,2
1298,1840017499,1840017500,2
1299,1124113583,1840018644,4
1300,1484993432,1840021945,4
1301,1840022919,1840019307,2
1302,1484585914,1484096349,2
1303,1840021354,1840021352,2
1304,1840020239,1840020201,2
1305,1840020568,1840021942,2
1306,1840020136,1840018735,2
1307,1840019307,1840021942,2
1308,1840021352,1840021389,2
1309,1840018736,1840020155,2
1310,1840074081,1840021344,2
1311,1840021344,1840020132,2
1312,1124534321,1124001123,2
1313,1840020132,1840021388,2
1314,1840018702,1840020119,2
1315,1840020119,1840021388,2
1316,1840018644,1840021351,2
1317,1840020128,1840021388,2
1318,1840021351,1840018735,2
1319,1840018735,1840020134,2
1320,1840019820,1840020131,2
1321,1840020155,1840021343,2
1322,1840021389,1840017500,2
1323,1840018757,1840018745,2
1324,1840017500,1840021342,2
1325,1840020131,1840021343,2
1326,1840019168,1840022915,2
1327,1840020137,1840020134,2
1328,1840021388,1840022915,2
1329,1840020629,1840019313,2
1330,1840017843,1840027985,2
1331,1840020129,1840020134,2
1332,1840022915,1484354076,4
1333,1840021343,1840021342,2
1334,1840021385,1840020157,2
1335,1840020135,1840021342,2
1336,1840020157,1840021383,4
1337,1840021948,1840021942,2
1338,1840020145,1840021350,2
1339,1840022913,1840021942,2
1340,1840020134,1840021342,2
1341,1840021342,1840018745,2
1342,1840018643,1840018738,2
1343,1840021387,1840018734,2
1344,1840018738,1840021386,2
1345,1840021350,1840021386,2
1346,1840018745,1840018747,2
1347,1840021942,1840019309,4
1348,1840021383,1840020144,2
1349,1840020144,1840021397,2
1350,1840074075,1840020020,2
1351,1840021355,1840020143,2
1352,1840021397,1840021940,4
1353,1840020020,1840020143,2
1354,1840021353,1840018734,2
1355,1840020143,1840020142,2
1356,1840020142,1840018734,2
1357,1124093123,1840018509,4
1358,1840021386,1840020188,2
1359,1840020158,1840020159,2
1360,1840020159,1840018746,2
1361,1840018734,1840018737,2
1362,1840020168,1840021396,2
1363,1840019313,1840019309,4
1364,1840021940,1840019365,2
1365,1840018737,1840018699,2
1366,1840037177,1840022752,2
1367,1840018747,1840020173,2
1368,1840022752,1840036808,2
1369,1840019309,1840021945,2
1370,1840037422,1840021584,2
1371,1840020113,1840020156,2
1372,1840020108,1840021321,2
1373,1840018699,1840018746,2
1374,1484018181,1840023058,4
1375,1840020188,1840018755,2
1376,1840018744,1840018746,2
1377,1840021321,1840018746,2
1378,1840020156,1840018746,2
1379,1840018746,1840036808,2
1380,1840020115,1840020114,2
1381,1840020114,1840020173,2
1382,1840017849,1840020566,4
1383,1840020167,1840022419,2
1384,1840018756,1840018754,2
1385,1840021584,1840021947,4
1386,1840021396,1840021947,4
1387,1840020037,1840020172,2
1388,1484354076,1484689704,2
1389,1840018755,1840022419,2
1390,1840019364,1840021944,2
1391,1840036808,1484876942,4
1392,1840022419,1840020172,2
1393,1840018754,1840020173,2
1394,1840021947,1840018030,2
1395,1840020173,1840020172,2
1396,1840021945,1484811681,4
1397,1840020172,1840020171,2
1398,1840020169,1840020171,2
1399,1840020566,1840027985,2
1400,1840020171,1840020174,4
1401,1840021395,1840020174,4
1402,1840018030,1840020628,2
1403,1484811681,1484237374,2
1404,1840020174,1840021944,2
1405,1840021398,1840020202,2
1406,1840021944,1840075310,2
1407,1840021399,1840018725,2
1408,1840020335,1484876942,4
1409,1840020628,1840018032,2
1410,1840020202,1840020165,2
1411,1840018725,1840024187,2
1412,1840020170,1840019365,2
1413,1840027990,1484876942,4
1414,1840024187,1840020336,2
1415,1840019365,1840021999,2
1416,1840019367,1484876942,4
1417,1840020336,1840027985,2
1418,1840075310,1840027929,2
1419,1840020140,1840020165,2
1420,1840020165,1840074861,2
1421,1840018032,1840021999,2
1422,1840021999,1484876942,4
1423,1840074861,1840020122,2
1424,1484876942,1484243519,2
1425,1840027985,1840019482,2
1426,1124001123,1124603057,2
1427,1840022857,1840075484,2
1428,1840019839,1840018595,2
1429,1124528022,1124603057,2
1430,1840019486,1484490786,4
1431,1840019482,1840027929,2
1432,1840018972,1484002576,4
1433,1840018508,1840018509,2
1434,1840023057,1840023058,2
1435,1840027929,1840074666,2
1436,1484002576,1484799240,2
1437,1840074666,1840027928,2
1438,1484490786,1484799240,2
1439,1840018509,1840021391,2
1440,1484799240,1484234881,2
1441,1840027928,1840022100,2
1442,1840018111,1840022102,2
1443,1840018108,1840027988,2
1444,1840027988,1840022100,2
1445,1840027004,1840020823,2
1446,1840023058,1840018109,2
1447,1840022100,1840022101,4
1448,1840022102,1840019488,2
1449,1840020122,1840021391,2
1450,1484015319,1484738451,2
1451,1840019488,1840022101,4
1452,1484364591,1840020823,4
1453,1840020823,1484005187,6
1454,1840018109,1840075484,2
1455,1484689704,1484366250,2
1456,1840018110,1840019487,2
1457,1840022101,1840019487,2
1458,1124385336,1124303972,2
1459,1840075484,1840019487,2
1460,1484234881,1484005187,4
1461,1484366250,1840074401,4
1462,1840020201,1840020533,2
1463,1840018106,1840038089,2
1464,1124603057,1124303972,2
1465,1840021258,1840019976,2
1466,1840020533,1840022572,2
1467,1124166469,1124303972,2
1468,1840019489,1484810855,4
1469,1840021583,1840019487,2
1470,1840019487,1840038089,2
1471,1840038089,1484810855,4
1472,1124303972,1840018595,4
1473,1840019906,1840020101,2
1474,1484810855,1484237374,2
1475,1840022103,1484237374,4
1476,1484005187,1484350756,4
1477,1484752107,1484887986,4
1478,1484237374,1484887986,4
1479,1484568659,1484471294,2
1480,1840074401,1840019495,2
1481,1124089461,1840019758,4
1482,1484350756,1484450749,2
1483,1840022572,1840021582,2
1484,1840021582,1484016340,4
1485,1124000858,1124051728,2
1486,1840020162,1840017672,2
1487,1124051728,1124434578,2
1488,1484738451,1484729183,2
1489,1484213843,1484445555,2
1490,1484887986,1484729183,2
1491,1484729183,1484110174,2
1492,1484445555,1484016340,2
1493,1840019495,1484867357,4
1494,1484694325,1484096349,2
1495,1840022955,1484016340,4
1496,1484016340,1484867357,2
1497,1484157742,1484867357,2
1498,1840021989,1484166303,4
1499,1484096349,1484038292,2
1500,1840019758,1840019823,2
1501,1484867357,1484335657,2
1502,1484108383,1840019496,4
1503,1484335657,1484471294,2
1504,1840017672,1840022949,2
1505,1484381848,1484166303,2
1506,1840020227,1840019095,2
1507,1840019496,1484524609,4
1508,1840021391,1840020100,2
1509,1840020100,1840020027,2
1510,1840019823,1840019900,2
1511,1484166303,1484235510,2
1512,1484235510,1484450749,2
1513,1840021623,1484471294,4
1514,1840022949,1484677856,4
1515,1484471294,1484443585,4
1516,1484110174,1840019458,4
1517,1840020101,1840018812,2
1518,1840018595,1840019976,2
1519,1484652048,1484443585,4
1520,1484443585,1484958144,2
1521,1484052656,1484659928,2
1522,1840019095,1840020395,2
1523,1840019900,1840020027,2
1524,1840019976,1840021266,2
1525,1840020027,1840018812,2
1526,1840020395,1484699069,4
1527,1840020229,1840018988,2
1528,1840018988,1484450749,4
1529,1840018812,1840020230,2
1530,1484950387,1484677856,2
1531,1840018928,1484677856,4
1532,1840020230,1840018811,2
1533,1840018496,1840020026,2
1534,1840018811,1840017556,2
1535,1840017557,1840017556,2
1536,1484450749,1484662260,2
1537,1484662260,1484709566,2
1538,1840017556,1840018820,2
1539,1124434578,1124789635,2
1540,1840020026,1840021266,2
1541,1840018492,1840020094,2
1542,1484806011,1840018049,4
1543,1124789635,1124460875,2
1544,1840023009,1484524609,4
1545,1840020349,1484958144,4
1546,1484677856,1484709566,2
1547,1484958144,1484913185,2
1548,1484709566,1484913185,2
1549,1840018820,1484004002,4
1550,1840033565,1840018993,2
1551,1484659928,1840019458,4
1552,1840018993,1840018994,2
1553,1840018994,1484699069,4
1554,1840021266,1840018741,2
1555,1484699069,1484042029,2
1556,1484004002,1484913185,2
1557,1840018929,1484913185,4
1558,1840020251,1840021995,2
1559,1840020452,1840020683,2
1560,1124460875,1124342541,4
1561,1840020185,1840018741,2
1562,1840019458,1840019414,2
1563,1484446758,1484524609,2
1564,1484515879,1484516810,4
1565,1484888276,1484913185,2
1566,1840018741,1840018813,2
1567,1840022429,1840020184,2
1568,1484042029,1484913185,2
1569,1484524609,1484012803,2
1570,1484516810,1484719986,2
1571,1484719986,1484106283,2
1572,1840020184,1840022431,2
1573,1484913185,1840019414,4
1574,1840021995,1840019194,2
1575,1840020094,1840020195,2
1576,1840022431,1840020195,2
1577,1484533430,1484243519,2
1578,1840020195,1840021898,2
1579,1840022565,1840073931,2
1580,1484245253,1484223913,2
1581,1840021243,1840020096,2
1582,1840021426,1840021374,2
1583,1840020235,1840021898,2
1584,1840021898,1840020683,2
1585,1484243519,1484197521,2
1586,1484365643,1840018151,4
1587,1840018813,1840024971,2
1588,1840021374,1840021424,2
1589,1840021424,1840019194,2
